GROUP;PACKAGE;CLASS;Coverage Instructions;Coverage Branches;Coverage Lines;Coverage Complexity;Coverage Methods;Missed Instructions;Covered Instructions;Missed Branches;Covered Branches;Missed Lines;Covered Lines;Missed Complexity;Covered Complexity;Missed Methods;Covered Methods
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.api;UnitType;100%;0,00%;100,00%;100,00%;100,00%;0;24;0;0;0;5;0;1;0;1
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.api;RectangleEdge;74%;50,00%;60,87%;47,06%;80,00%;25;73;9;9;9;14;9;8;1;4
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.api;SortOrder;100%;0,00%;100,00%;100,00%;100,00%;0;24;0;0;0;5;0;1;0;1
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.api;HorizontalAlignment;100%;0,00%;100,00%;100,00%;100,00%;0;34;0;0;0;7;0;1;0;1
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.api;VerticalAlignment;100%;0,00%;100,00%;100,00%;100,00%;0;34;0;0;0;7;0;1;0;1
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.api;RectangleAnchor;58%;25,00%;59,42%;28,57%;100,00%;131;178;15;5;28;41;15;6;0;3
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.api;Rotation;100%;0,00%;100,00%;100,00%;100,00%;0;37;0;0;0;9;0;3;0;3
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.api;RectangleAlignment;98%;92,31%;98,63%;92,86%;100,00%;5;286;1;12;1;72;1;13;0;2
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.api;RectangleInsets;45%;35,71%;55,03%;44,83%;76,67%;381;317;36;20;67;82;32;26;7;23
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.api;XYCoordinateType;100%;0,00%;100,00%;100,00%;100,00%;0;34;0;0;0;7;0;1;0;1
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.api;TableOrder;100%;0,00%;100,00%;100,00%;100,00%;0;24;0;0;0;5;0;1;0;1
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.api;LengthAdjustmentType;100%;0,00%;100,00%;100,00%;100,00%;0;34;0;0;0;7;0;1;0;1
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.api;Layer;100%;0,00%;100,00%;100,00%;100,00%;0;24;0;0;0;5;0;1;0;1
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot;CombinedRangeCategoryPlot;71%;52,33%;73,16%;39,39%;65,22%;213;521;41;45;51;139;40;26;8;15
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot;PlotState;100%;0,00%;100,00%;100,00%;100,00%;0;11;0;0;0;4;0;2;0;2
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot;PlotRenderingInfo;67%;55,00%;72,41%;64,00%;86,67%;72;148;9;11;16;42;9;16;2;13
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot;MeterPlotProduct2;81%;38,89%;85,45%;59,09%;100,00%;38;157;11;7;8;47;9;13;0;13
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot;FastScatterPlot;79%;64,29%;74,66%;52,48%;59,62%;226;838;35;63;74;218;48;53;21;31
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot;PolarAxisLocation;100%;0,00%;100,00%;100,00%;100,00%;0;84;0;0;0;17;0;1;0;1
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot;DialShape;100%;0,00%;100,00%;100,00%;100,00%;0;34;0;0;0;7;0;1;0;1
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot;SpiderWebPlotProduct3;100%;0,00%;100,00%;100,00%;100,00%;0;37;0;0;0;15;0;8;0;8
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot;SpiderWebPlotProduct2;100%;0,00%;100,00%;100,00%;100,00%;0;28;0;0;0;11;0;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot;MeterPlot;89%;70,69%;88,60%;56,67%;66,13%;165;1294;34;82;40;311;52;68;21;41
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot;PlotProduct2;45%;50,00%;56,76%;60,00%;90,00%;76;62;5;5;16;21;6;9;1;9
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot;CrosshairState;26%;6,25%;38,10%;46,43%;65,00%;151;53;15;1;39;24;15;13;7;13
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot;RingPlot;38%;35,71%;42,86%;42,42%;51,61%;431;262;45;25;120;90;38;28;15;16
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot;SeriesRenderingOrder;100%;0,00%;100,00%;100,00%;100,00%;0;24;0;0;0;5;0;1;0;1
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot;DatasetRenderingOrder;100%;0,00%;100,00%;100,00%;100,00%;0;24;0;0;0;5;0;1;0;1
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot;CombinedDomainXYPlot;61%;47,32%;62,55%;38,89%;55,88%;364;573;59;53;91;152;55;35;15;19
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot;PlotProduct3;100%;87,50%;100,00%;90,00%;100,00%;0;64;1;7;0;17;1;9;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot;SpiderWebPlot;86%;70,63%;86,79%;63,57%;74,24%;226;1445;37;89;58;381;47;82;17;49
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot;SpiderWebPlotProduct;91%;50,00%;94,44%;72,73%;100,00%;5;49;3;3;1;17;3;8;0;8
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot;CombinedDomainCategoryPlot;64%;48,96%;65,16%;37,66%;58,62%;318;568;49;47;77;144;48;29;12;17
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot;CombinedRangeXYPlot;59%;42,16%;59,91%;36,59%;54,84%;365;516;59;43;89;133;52;30;14;17
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot;ThermometerPlot;38%;42,35%;43,05%;28,30%;34,25%;1130;694;98;72;258;195;114;45;48;25
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot;WaferMapPlot;0%;0,00%;0,00%;0,00%;0,00%;581;0;44;0;152;0;37;0;15;0
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot;XYCrosshairState;0%;0,00%;0,00%;0,00%;0,00%;3;0;0;0;2;0;1;0;1;0
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot;CategoryMarker;76%;58,33%;79,41%;66,67%;88,89%;29;93;5;7;7;27;5;10;1;8
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot;MeterInterval;89%;60,00%;87,27%;60,00%;100,00%;21;164;8;12;7;48;8;12;0;10
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot;PolarPlotProduct2;94%;60,00%;90,48%;66,67%;100,00%;5;73;4;6;2;19;4;8;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot;Marker;91%;83,33%;90,26%;83,33%;92,31%;52;499;7;35;15;139;10;50;3;36
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot;PlotProduct;100%;0,00%;100,00%;100,00%;100,00%;0;26;0;0;0;9;0;6;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot;ValueMarker;84%;87,50%;86,36%;80,00%;83,33%;11;57;1;7;3;19;2;8;1;5
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot;PlotOrientation;100%;0,00%;100,00%;100,00%;100,00%;0;32;0;0;0;7;0;3;0;3
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot;CenterTextMode;100%;0,00%;100,00%;100,00%;100,00%;0;34;0;0;0;7;0;1;0;1
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot;Plot;72%;48,05%;69,13%;47,68%;70,42%;312;797;80;74;113;253;79;72;21;50
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot;ThermometerPlotProduct;52%;9,09%;34,62%;22,22%;57,14%;89;97;20;2;17;9;14;4;3;4
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot;PolarPlot;53%;44,34%;50,50%;36,95%;41,24%;916;1052;118;94;249;254;128;75;57;40
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot;Crosshair;91%;97,06%;89,07%;68,97%;58,54%;56;582;1;33;20;163;18;40;17;24
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot;CategoryCrosshairState;25%;8,33%;33,33%;46,15%;85,71%;88;29;11;1;26;13;7;6;1;6
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot;PolarPlotProduct3;100%;50,00%;100,00%;90,00%;100,00%;0;148;3;3;0;60;3;27;0;27
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot;CategoryPlot;68%;58,19%;73,01%;56,30%;77,39%;1913;4125;332;462;420;1136;274;353;52;178
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot;XYPlot;69%;59,89%;71,39%;54,55%;77,22%;2168;4716;357;533;505;1260;310;372;54;183
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot;DefaultDrawingSupplier;98%;89,29%;97,65%;89,13%;100,00%;12;765;6;50;4;166;5;41;0;18
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot;PolarPlotProduct;33%;2,00%;40,00%;28,95%;84,62%;317;154;49;1;57;38;27;11;2;11
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot;FastScatterPlotProduct;100%;50,00%;100,00%;92,00%;100,00%;0;121;2;2;0;51;2;23;0;23
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot;MeterPlotProduct;100%;50,00%;100,00%;91,89%;100,00%;0;181;3;3;0;76;3;34;0;34
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.plot;IntervalMarker;85%;83,33%;86,84%;76,47%;81,82%;20;116;2;10;5;33;4;13;2;9
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.imagemap;StandardURLTagFragmentGenerator;100%;0,00%;100,00%;100,00%;100,00%;0;13;0;0;0;3;0;2;0;2
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.imagemap;ImageMapUtils;81%;79,41%;76,54%;64,00%;50,00%;47;206;7;27;19;62;9;16;4;4
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.imagemap;OverLIBToolTipTagFragmentGenerator;100%;0,00%;100,00%;100,00%;100,00%;0;14;0;0;0;5;0;2;0;2
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.imagemap;StandardToolTipTagFragmentGenerator;100%;0,00%;100,00%;100,00%;100,00%;0;14;0;0;0;4;0;2;0;2
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.imagemap;DynamicDriveToolTipTagFragmentGenerator;0%;0,00%;0,00%;0,00%;0,00%;48;0;0;0;12;0;3;0;3;0
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.data.json;JSONUtils;0%;0,00%;0,00%;0,00%;0,00%;226;0;20;0;68;0;15;0;5;0
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.urls;CustomXYURLGenerator;89%;64,29%;84,78%;54,55%;87,50%;17;139;10;18;7;39;10;12;1;7
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.urls;StandardXYURLGenerator;53%;42,86%;66,67%;41,67%;80,00%;57;64;8;6;10;20;7;5;1;4
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.urls;CustomPieURLGenerator;92%;70,83%;88,64%;60,00%;87,50%;13;159;7;17;5;39;8;12;1;7
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.urls;TimeSeriesURLGenerator;85%;75,00%;86,54%;50,00%;50,00%;33;192;5;15;7;45;9;9;4;4
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.urls;CustomCategoryURLGenerator;89%;64,29%;85,11%;54,55%;87,50%;17;139;10;18;7;40;10;12;1;7
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.urls;StandardXYZURLGenerator;0%;0,00%;0,00%;0,00%;0,00%;9;0;0;0;2;0;2;0;2;0
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.urls;StandardCategoryURLGenerator;76%;55,00%;78,85%;52,94%;71,43%;51;165;9;11;11;41;8;9;2;5
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.urls;StandardPieURLGenerator;82%;78,57%;87,50%;76,92%;100,00%;28;127;3;11;5;35;3;10;0;6
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.title;Title;89%;67,86%;86,17%;64,86%;78,26%;33;270;9;19;13;81;13;24;5;18
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.title;ShortTextTitle;4%;2,27%;5,71%;6,67%;25,00%;289;12;43;1;66;4;28;2;6;2
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.title;DateTitle;100%;0,00%;100,00%;100,00%;100,00%;0;43;0;0;0;13;0;4;0;4
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.title;ImageTitle;0%;0,00%;0,00%;0,00%;0,00%;418;0;32;0;103;0;30;0;12;0
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.title;TextTitle;55%;36,81%;56,62%;36,70%;67,57%;492;595;91;53;131;171;69;40;12;25
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.title;CompositeTitle;51%;60,00%;55,32%;55,56%;61,54%;77;80;4;6;21;26;8;10;5;8
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.data.xml;CategorySeriesHandler;0%;0,00%;0,00%;0,00%;0,00%;115;0;8;0;29;0;9;0;5;0
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.data.xml;KeyHandler;0%;0,00%;0,00%;0,00%;0,00%;94;0;6;0;24;0;9;0;6;0
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.data.xml;RootHandler;0%;0,00%;0,00%;0,00%;0,00%;54;0;8;0;18;0;10;0;6;0
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.data.xml;PieDatasetHandler;0%;0,00%;0,00%;0,00%;0,00%;72;0;8;0;22;0;9;0;5;0
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.data.xml;ItemHandler;0%;0,00%;0,00%;0,00%;0,00%;111;0;8;0;33;0;11;0;7;0
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.data.xml;CategoryDatasetHandler;0%;0,00%;0,00%;0,00%;0,00%;84;0;8;0;24;0;9;0;5;0
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.data.xml;ValueHandler;0%;0,00%;0,00%;0,00%;0,00%;98;0;8;0;28;0;10;0;6;0
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.data.xml;DatasetReader;0%;0,00%;0,00%;0,00%;0,00%;102;0;2;0;35;0;8;0;7;0
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.data.flow;NodeKey;70%;70,00%;76,00%;50,00%;57,14%;28;64;3;7;6;19;6;6;3;4
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.data.flow;FlowDatasetUtils;0%;0,00%;0,00%;0,00%;0,00%;290;0;38;0;55;0;25;0;6;0
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.data.flow;DefaultFlowDataset;52%;38,89%;45,26%;36,36%;47,06%;243;263;33;21;52;43;28;16;9;8
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.data.flow;FlowKey;72%;83,33%;80,65%;57,14%;50,00%;34;88;2;10;6;25;6;8;4;4
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart;ChartRenderingInfo;82%;75,00%;87,76%;76,19%;92,31%;30;141;4;12;6;43;5;16;1;12
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart;ChartHints;0%;0,00%;0,00%;0,00%;0,00%;11;0;0;0;2;0;1;0;1;0
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart;ChartColor;98%;0,00%;96,72%;66,67%;66,67%;6;338;0;0;2;59;1;2;1;2
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart;ChartTransferable;0%;0,00%;0,00%;0,00%;0,00%;207;0;12;0;59;0;13;0;7;0
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart;ChartHints.Key;0%;0,00%;0,00%;0,00%;0,00%;33;0;13;0;7;0;9;0;2;0
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart;JFreeChart.new RenderingHints.Key() {...};57%;0,00%;50,00%;50,00%;50,00%;3;4;0;0;1;1;1;1;1;1
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart;StandardChartTheme;55%;55,19%;61,29%;42,71%;49,46%;1000;1232;95;117;240;380;114;85;47;46
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart;ChartUtils;3%;16,67%;4,76%;5,56%;6,67%;418;14;10;2;120;6;34;2;28;2
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart;StandardChartTheme.new StandardChartTheme() {...};0%;0,00%;0,00%;0,00%;0,00%;5;0;0;0;2;0;2;0;2;0
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart;JFreeChart;63%;56,89%;66,19%;48,15%;62,67%;660;1130;72;95;164;321;84;78;28;47
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart;ChartFactory;48%;25,00%;53,29%;25,68%;53,85%;1257;1180;144;48;298;340;110;38;24;28
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.encoders;EncoderUtil;0%;0,00%;0,00%;0,00%;0,00%;71;0;0;0;27;0;9;0;9;0
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.encoders;SunPNGEncoderAdapter;0%;0,00%;0,00%;0,00%;0,00%;32;0;0;0;12;0;7;0;7;0
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.encoders;SunJPEGEncoderAdapter;0%;0,00%;0,00%;0,00%;0,00%;86;0;4;0;28;0;9;0;7;0
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.encoders;ImageEncoderFactory;0%;0,00%;0,00%;0,00%;0,00%;97;0;4;0;31;0;10;0;8;0
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.data.io;CSV;0%;0,00%;0,00%;0,00%;0,00%;212;0;20;0;59;0;16;0;6;0
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.labels;AbstractPieItemLabelGenerator;97%;81,82%;96,49%;75,00%;88,89%;5;183;4;18;2;55;5;15;1;8
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.labels;BoxAndWhiskerXYToolTipGenerator;17%;25,00%;29,63%;37,50%;75,00%;106;22;6;2;19;8;5;3;1;3
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.labels;IntervalCategoryItemLabelGenerator;14%;0,00%;22,22%;33,33%;75,00%;96;15;10;0;21;6;6;3;1;3
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.labels;StandardXYSeriesLabelGenerator;97%;83,33%;96,15%;90,00%;100,00%;2;71;1;5;1;25;1;9;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.labels;CustomXYToolTipGenerator;88%;50,00%;89,74%;40,91%;87,50%;18;126;14;14;4;35;13;9;1;7
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.labels;BoxAndWhiskerToolTipGenerator;18%;33,33%;29,17%;42,86%;75,00%;89;20;4;2;17;7;4;3;1;3
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.labels;AbstractCategoryItemLabelGenerator;75%;68,18%;77,03%;54,17%;61,54%;64;191;7;15;17;57;11;13;5;8
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.labels;SymbolicXYItemLabelGenerator;16%;16,67%;21,21%;30,77%;57,14%;98;18;10;2;26;7;9;4;3;4
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.labels;ItemLabelPosition;56%;75,00%;62,50%;46,67%;44,44%;61;79;3;9;15;25;8;7;5;4
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.labels;ItemLabelAnchor;100%;0,00%;100,00%;100,00%;100,00%;0;254;0;0;0;51;0;1;0;1
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.labels;MultipleXYSeriesLabelGenerator;52%;50,00%;56,06%;47,37%;66,67%;110;121;10;10;29;37;10;9;3;6
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.labels;IntervalCategoryToolTipGenerator;23%;21,43%;33,33%;46,15%;83,33%;98;30;11;3;22;11;7;6;1;5
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.labels;StandardPieSectionLabelGenerator;76%;83,33%;77,78%;66,67%;66,67%;28;88;1;5;8;28;5;10;4;8
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.labels;IntervalXYToolTipGenerator;0%;0,00%;0,00%;0,00%;0,00%;282;0;32;0;71;0;26;0;10;0
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.labels;StandardXYZToolTipGenerator;43%;50,00%;50,00%;44,44%;50,00%;113;85;8;8;28;28;10;8;5;5
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.labels;StandardFlowLabelGenerator;29%;75,00%;50,00%;57,14%;60,00%;72;29;1;3;11;11;3;4;2;3
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.labels;HighLowItemLabelGenerator;38%;35,71%;45,00%;33,33%;71,43%;136;83;18;10;33;27;14;7;2;5
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.labels;StandardCategoryToolTipGenerator;79%;75,00%;85,71%;75,00%;83,33%;8;31;1;3;2;12;2;6;1;5
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.labels;StandardCategoryItemLabelGenerator;87%;100,00%;87,50%;88,89%;85,71%;6;39;0;4;2;14;1;8;1;6
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.labels;AbstractXYItemLabelGenerator;76%;68,75%;77,38%;59,38%;75,00%;72;233;10;22;19;65;13;19;4;12
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.labels;StandardXYItemLabelGenerator;68%;75,00%;72,73%;66,67%;70,00%;20;42;1;3;6;16;4;8;3;7
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.labels;StandardXYToolTipGenerator;78%;75,00%;81,82%;75,00%;80,00%;14;50;1;3;4;18;3;9;2;8
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.labels;IntervalXYItemLabelGenerator;9%;9,38%;12,68%;15,38%;30,00%;258;24;29;3;62;9;22;4;7;3
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.labels;BubbleXYItemLabelGenerator;50%;50,00%;54,39%;52,63%;70,00%;101;101;9;9;26;31;9;10;3;7
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.labels;StandardPieToolTipGenerator;72%;0,00%;76,92%;71,43%;71,43%;10;26;0;0;3;10;2;5;2;5
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.labels;StandardCrosshairLabelGenerator;65%;75,00%;69,23%;54,55%;57,14%;28;51;2;6;8;18;5;6;3;4
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.labels;StandardCategorySeriesLabelGenerator;97%;83,33%;96,15%;90,00%;100,00%;2;71;1;5;1;25;1;9;0;7
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.axis;TickType;100%;0,00%;100,00%;100,00%;100,00%;0;24;0;0;0;5;0;1;0;1
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.axis;AxisLocation;65%;0,00%;52,94%;14,29%;33,33%;24;44;5;0;8;9;6;1;2;1
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.axis;CategoryLabelPosition;98%;87,50%;96,00%;90,00%;100,00%;4;164;2;14;2;48;2;18;0;12
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.axis;ExtendedCategoryAxis;62%;36,36%;64,15%;50,00%;72,73%;73;117;14;8;19;34;11;11;3;8
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.axis;CyclicNumberAxis.CycleBoundTick;0%;0,00%;0,00%;0,00%;0,00%;11;0;0;0;3;0;1;0;1;0
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.axis;AxisState;53%;0,00%;54,29%;58,82%;76,92%;47;53;5;0;16;19;7;10;3;10
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.axis;QuarterDateFormat;63%;60,00%;54,55%;46,15%;50,00%;69;116;4;6;20;24;7;6;4;4
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.axis;MarkerAxisBand;34%;59,09%;36,36%;44,44%;42,86%;201;103;9;13;49;28;10;8;4;3
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.axis;CyclicNumberAxis;10%;7,28%;12,64%;14,49%;40,00%;1452;156;191;15;380;55;118;20;21;14
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.axis;TickUnits;66%;50,00%;64,71%;50,00%;66,67%;43;85;5;5;12;22;7;7;3;6
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.axis;ValueTick;91%;62,50%;84,21%;66,67%;100,00%;6;58;3;5;3;16;3;6;0;5
java (16/05/2022 05:44:50)/jfreechart-master/src/main/java;org.jfree.chart.axis;SubCategoryAxis;48%;37,04%;47,10%;36,59%;85,71%;288;263;34;20;82;73;26;15;2;12
